Molecule name,RowID,Original_SMILES,Error
Molecule_2432,2432,O.NN, Inorganic
Molecule_2433,2433,NN.OS(O)(=O)=O, Inorganic
Molecule_2434,2434,F, Inorganic
Molecule_2435,2435,[Pt+4].[O-]S([O-])=O.[O-]S([O-])=O, Inorganic
Molecule_2437,2437,NO.OP(O)(O)=O, Inorganic
Molecule_2438,2438,NO.OS(O)(=O)=O, Inorganic
Molecule_2444,2444,II, Inorganic
Molecule_2448,2448,[Pb+2].[O-][Cr]([O-])(=O)=O, Inorganic
Molecule_2454,2454,[Li+].[O-2].[O-2].[Ni+2], Inorganic
Molecule_2457,2457,O.O.O.O.O.O.[Mg+2].F[Si-2](F)(F)(F)(F)F, Inorganic
Molecule_2461,2461,[Hg]O[Hg], Inorganic
Molecule_2462,2462,[Hg], Inorganic
Molecule_2463,2463,[Hg+2].[O-]S([O-])(=O)=O, Inorganic
Molecule_2465,2465,Br[Hg]Br, Inorganic
Molecule_2466,2466,[Cl-].[Cl-].[Hg+2], Inorganic
Molecule_2468,2468,[I-].[I-].[Hg+2], Inorganic
Molecule_2469,2469,[Hg+2].[O-][N+]([O-])=O.[O-][N+]([O-])=O, Inorganic
Molecule_2471,2471,O=[Hg], Inorganic
Molecule_2497,2497,S=[Ni], Inorganic
Molecule_2501,2501,[Na+].[O-]S(O)=O, Inorganic
Molecule_2542,2542,[Ni], Inorganic
Molecule_2543,2543,[Ni+2].[O-]N(=O)=O.[O-]N(=O)=O, Inorganic
Molecule_2544,2544,[O-2].[Ni+2], Inorganic
Molecule_2545,2545,[O-2].[O-2].[Ni+2], Inorganic
Molecule_2547,2547,[Ni]#[As], Inorganic
Molecule_2551,2551,[Ni+2].NS([O-])(=O)=O.NS([O-])(=O)=O, Inorganic
Molecule_2552,2552,[Ni+2].F[B-](F)(F)F.F[B-](F)(F)F, Inorganic
Molecule_2553,2553,B#[Ni], Inorganic
Molecule_2556,2556,O.O.O.O.O.O.Cl[Ni]Cl, Inorganic
Molecule_2557,2557,[Ni+2].[O-][Cr]([O-])(=O)=O, Inorganic
Molecule_2559,2559,[As]#[Ni]#[As], Inorganic
Molecule_2561,2561,[Ni+2].[O-]Br(=O)=O.[O-]Br(=O)=O, Inorganic
Molecule_2562,2562,[Ni+2].[Br-].[Br-], Inorganic
Molecule_2563,2563,[Ni+2].[O-]Cl(=O)=O.[O-]Cl(=O)=O, Inorganic
Molecule_2564,2564,[Ni+2].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O, Inorganic
Molecule_2566,2566,[Ni+2].[I-].[I-], Inorganic
Molecule_2568,2568,[Ni+2].[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O, Inorganic
Molecule_2569,2569,[K+].[K+].[Ni+2].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O, Inorganic
Molecule_2570,2570,[Si+4].[Si+4].[Ni+2], Inorganic
Molecule_2572,2572,[Ni+2].[O-][V](=O)=O.[O-][V](=O)=O, Inorganic
Molecule_2573,2573,[Ni+2].F[Si-2](F)(F)(F)(F)F, Inorganic
Molecule_2574,2574,[Ni+2].[O-]P([O-])(O)=O, Inorganic
Molecule_2575,2575,[OH-].[OH-].[Ni+2], Inorganic
Molecule_2577,2577,[Ni+2].[O-][PH2]=O.[O-][PH2]=O, Inorganic
Molecule_2578,2578,[Ni+2].[O-][Se]([O-])(=O)=O, Inorganic
Molecule_2579,2579,[Ni]=[Se], Inorganic
Molecule_2580,2580,[Ni+2].[Ni+2].[Ni+2].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O, Inorganic
Molecule_2581,2581,O.O.O.O.O.O.[Ni+2].[O-]S([O-])(=O)=O, Inorganic
Molecule_2582,2582,[Ni]=[Te], Inorganic
Molecule_2583,2583,[Ni+2].[O-][Te]([O-])(=O)=O, Inorganic
Molecule_2584,2584,[Ni+2].[O-][Te]([O-])=O, Inorganic
Molecule_2585,2585,[O-2].[O-2].[O-2].O.O.[Ni+2].[Sn+4], Inorganic
Molecule_2586,2586,[Ni+2].O=[Ti+2](=O)=O, Inorganic
Molecule_2587,2587,[Ni+2].[O-][U](=O)(=O)O[U](=O)(=O)O[U]([O-])(=O)=O, Inorganic
Molecule_2588,2588,[Ni+2].[O-][W]([O-])(=O)=O, Inorganic
Molecule_2589,2589,[O-2].[O-2].[O-2].[Ni+2].[Zr+4], Inorganic
Molecule_2596,2596,[Ni+2].[O-][Se]([O-])=O, Inorganic
Molecule_2598,2598,[Ni+2].[O-]S([O-])=O, Inorganic
Molecule_2638,2638,[K+].[K+].[O-][Cr]([O-])(=O)=O, Inorganic
Molecule_2639,2639,[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O, Inorganic
Molecule_2642,2642,[K+].[K+].[Zr+2].[O-][Cr]([O-])(=O)=O.[O-][Cr]([O-])(=O)=O, Inorganic
Molecule_2661,2661,[Ni+2].[O-][Si]([O-])=O, Inorganic
Molecule_2662,2662,[Ag], Inorganic
Molecule_2673,2673,[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O, Inorganic
Molecule_2676,2676,[Na+].[Na+].[O-][Se]([O-])=O, Inorganic
Molecule_2719,2719,[H+].[H+].[H+].[OH-].[Ni+2].[Ni+2].[Ni+2].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-], Inorganic
Molecule_2722,2722,[Ni+2].[Ni+2].[Ni+2].[O-][As]([O-])([O-])=O.[O-][As]([O-])([O-])=O, Inorganic
Molecule_2723,2723,[Ni+2].[Ni+2].[Ni+2].[O-][As]([O-])[O-].[O-][As]([O-])[O-], Inorganic
Molecule_2724,2724,[Ni+2].[Ni+2].[Ni+2].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O, Inorganic
Molecule_2733,2733,[Zn+2].[O-][Cr]([O-])(=O)=O, Inorganic
Molecule_2735,2735,[Zn+2].[Zn+2].[Zn+2].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O, Inorganic
Molecule_2739,2739,[Zr], Inorganic
Molecule_2740,2740,[O-2].[O-2].[Zr+2], Inorganic
Molecule_204,204,, Failed parsing
Molecule_376,376,, Failed parsing
Molecule_436,436,, Failed parsing
Molecule_525,525,, Failed parsing
Molecule_749,749,, Failed parsing
Molecule_1563,1563,, Failed parsing
Molecule_8,8,,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
Molecule_450,450,,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
Molecule_569,569,,"element: bad valence on Sn having 6 drawn bonds, charge 0, and 0 radical electrons"
Molecule_671,671,,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
Molecule_922,922,,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
Molecule_1025,1025,,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
Molecule_1176,1176,,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
Molecule_1210,1210,,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
Molecule_1544,1544,,"element: bad valence on B having 4 drawn bonds, charge 3, and 0 radical electrons"
Molecule_1596,1596,,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
Molecule_1738,1738,,"element: bad valence on B having 4 drawn bonds, charge 3, and 0 radical electrons"
Molecule_2364,2364,,"element: bad valence on B having 0 drawn bonds, charge -5, and 0 radical electrons"
Molecule_2373,2373,,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
Molecule_2653,2653,,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
Molecule_2725,2725,,"element: bad valence on B having 0 drawn bonds, charge -5, and 0 radical electrons"
