Molecule name,Salt_Solvent_ID
Molecule_382,0
Molecule_383,0
Molecule_384,0
Molecule_385,110
Molecule_386,0
Molecule_387,0
Molecule_388,0
Molecule_389,0
Molecule_390,0
Molecule_391,0
Molecule_392,170
Molecule_393,0
Molecule_394,0
Molecule_395,0
Molecule_396,1768
Molecule_397,0
Molecule_398,0
Molecule_399,0
Molecule_400,0
Molecule_401,0
Molecule_402,110
Molecule_403,0
Molecule_404,0
Molecule_405,0
Molecule_406,0
Molecule_408,0
Molecule_409,0
Molecule_410,0
Molecule_411,190
Molecule_412,0
Molecule_413,0
Molecule_414,0
Molecule_415,0
Molecule_416,0
Molecule_417,0
Molecule_418,0
Molecule_419,0
Molecule_420,0
Molecule_421,0
Molecule_422,0
Molecule_423,0
Molecule_424,110
Molecule_425,0
Molecule_426,0
Molecule_427,0
Molecule_428,0
Molecule_429,0
Molecule_430,0
Molecule_431,0
Molecule_432,0
Molecule_433,0
Molecule_434,0
Molecule_435,0
Molecule_437,0
Molecule_438,270
Molecule_439,0
Molecule_440,0
Molecule_441,2242
Molecule_442,0
Molecule_443,0
Molecule_444,0
Molecule_445,110
Molecule_446,0
Molecule_447,0
Molecule_449,170
Molecule_451,0
Molecule_452,0
Molecule_453,0
Molecule_455,0
Molecule_456,0
Molecule_457,0
Molecule_458,0
Molecule_459,0
Molecule_460,0
Molecule_462,0
Molecule_463,0
Molecule_464,0
Molecule_465,0
Molecule_467,2041
Molecule_468,170
Molecule_469,1768
Molecule_470,2042
Molecule_471,2032
Molecule_472,0
Molecule_473,0
Molecule_474,0
Molecule_475,0
Molecule_476,0
Molecule_477,0
Molecule_478,70
Molecule_479,0
Molecule_480,0
Molecule_481,0
Molecule_482,0
Molecule_483,0
Molecule_484,0
Molecule_485,0
Molecule_486,240
Molecule_487,0
Molecule_488,270
Molecule_489,0
Molecule_490,0
Molecule_492,0
Molecule_493,0
Molecule_495,0
Molecule_497,0
Molecule_498,0
Molecule_499,30
Molecule_500,0
Molecule_501,0
Molecule_502,0
Molecule_503,0
Molecule_504,0
Molecule_505,0
Molecule_506,270
Molecule_507,0
Molecule_508,0
Molecule_509,0
Molecule_510,0
Molecule_511,0
Molecule_512,120
Molecule_513,0
Molecule_514,0
Molecule_515,0
Molecule_516,0
Molecule_517,0
Molecule_518,0
Molecule_520,2042
Molecule_521,0
Molecule_522,0
Molecule_523,0
Molecule_524,0
Molecule_526,0
Molecule_527,190
Molecule_528,460
Molecule_529,0
Molecule_531,0
Molecule_532,0
Molecule_533,0
Molecule_534,0
Molecule_536,0
Molecule_539,0
Molecule_540,0
Molecule_542,0
Molecule_543,0
Molecule_544,0
Molecule_545,240
Molecule_546,0
Molecule_547,0
Molecule_548,110
Molecule_549,3533
Molecule_550,0
Molecule_551,0
Molecule_552,0
Molecule_553,0
Molecule_554,0
Molecule_555,0
Molecule_556,0
Molecule_557,0
Molecule_558,110
Molecule_559,0
Molecule_560,0
Molecule_562,0
Molecule_563,0
Molecule_564,0
Molecule_565,0
Molecule_566,0
Molecule_567,0
Molecule_568,0
Molecule_570,0
Molecule_571,0
Molecule_573,0
Molecule_575,0
Molecule_576,0
Molecule_577,0
Molecule_578,0
Molecule_580,0
Molecule_582,0
Molecule_583,0
Molecule_584,0
Molecule_585,0
Molecule_586,0
Molecule_587,0
Molecule_588,0
Molecule_589,350
Molecule_590,0
Molecule_591,170
Molecule_593,0
Molecule_594,0
Molecule_595,0
Molecule_596,0
Molecule_597,0
Molecule_598,0
Molecule_599,0
Molecule_600,0
Molecule_601,0
Molecule_602,0
Molecule_603,0
Molecule_604,110
Molecule_605,0
Molecule_606,0
Molecule_608,0
Molecule_609,170
Molecule_610,0
Molecule_611,0
Molecule_612,0
Molecule_613,0
Molecule_614,0
Molecule_615,0
Molecule_616,0
Molecule_617,0
Molecule_618,0
Molecule_619,1768
Molecule_620,0
Molecule_621,0
Molecule_622,0
Molecule_623,0
Molecule_624,0
Molecule_625,0
Molecule_626,0
Molecule_627,0
Molecule_628,0
Molecule_629,0
Molecule_630,0
Molecule_631,0
Molecule_632,0
Molecule_633,2610
Molecule_634,0
Molecule_635,0
Molecule_637,110
Molecule_638,0
Molecule_640,0
Molecule_641,0
Molecule_642,0
Molecule_643,0
Molecule_644,0
Molecule_645,0
Molecule_646,0
Molecule_647,0
Molecule_648,0
Molecule_649,0
Molecule_650,0
Molecule_651,0
Molecule_652,0
Molecule_653,0
Molecule_654,0
Molecule_655,0
Molecule_657,0
Molecule_658,0
Molecule_659,1661
Molecule_660,110
Molecule_661,0
Molecule_662,0
Molecule_663,110
Molecule_664,0
Molecule_666,0
Molecule_667,0
Molecule_668,0
Molecule_669,0
Molecule_670,0
Molecule_672,0
Molecule_673,820
Molecule_674,110
Molecule_675,0
Molecule_676,0
Molecule_677,0
Molecule_678,2042
Molecule_679,120
Molecule_680,0
Molecule_681,0
Molecule_682,0
Molecule_683,500
Molecule_684,0
Molecule_685,0
Molecule_686,0
Molecule_687,0
Molecule_688,0
Molecule_689,0
Molecule_690,0
Molecule_691,0
Molecule_692,2105
Molecule_693,0
Molecule_694,0
Molecule_695,0
Molecule_697,0
Molecule_698,0
Molecule_700,280
Molecule_701,0
Molecule_702,2042
Molecule_703,0
Molecule_705,0
Molecule_706,110
Molecule_708,0
Molecule_709,0
Molecule_710,0
Molecule_711,0
Molecule_712,0
Molecule_713,0
Molecule_714,0
Molecule_715,0
Molecule_716,0
Molecule_717,0
Molecule_718,0
Molecule_719,0
Molecule_720,0
Molecule_721,0
Molecule_722,0
Molecule_723,0
Molecule_724,0
Molecule_725,200
Molecule_726,0
Molecule_727,70
Molecule_728,0
Molecule_729,240
Molecule_731,0
Molecule_732,0
Molecule_734,0
Molecule_735,0
Molecule_737,0
Molecule_738,0
Molecule_739,0
Molecule_741,0
Molecule_742,1139
Molecule_743,0
Molecule_744,190
Molecule_746,150
Molecule_747,0
Molecule_748,1755
Molecule_750,0
Molecule_754,0
Molecule_755,0
Molecule_756,0
Molecule_757,0
Molecule_758,0
Molecule_759,0
Molecule_760,0
Molecule_761,0
Molecule_762,280
Molecule_764,0
Molecule_765,0
Molecule_766,0
Molecule_767,0
Molecule_768,0
Molecule_769,0
Molecule_770,350
Molecule_773,0
Molecule_774,0
Molecule_775,0
Molecule_776,0
Molecule_777,0
Molecule_778,0
Molecule_779,0
Molecule_780,0
Molecule_781,0
Molecule_782,0
Molecule_783,0
Molecule_784,0
Molecule_785,170
Molecule_787,0
Molecule_788,0
Molecule_789,170
Molecule_791,0
Molecule_792,0
Molecule_793,0
Molecule_794,0
Molecule_795,0
Molecule_796,0
Molecule_798,0
Molecule_799,0
Molecule_800,0
Molecule_801,170
Molecule_802,0
Molecule_803,0
Molecule_804,0
Molecule_805,0
Molecule_806,0
Molecule_807,0
Molecule_808,0
Molecule_810,0
Molecule_812,1767
Molecule_813,0
Molecule_814,0
Molecule_815,0
Molecule_816,0
Molecule_817,110
Molecule_820,0
Molecule_821,0
Molecule_823,0
Molecule_825,0
Molecule_826,2042
Molecule_828,0
Molecule_829,1982
Molecule_830,0
Molecule_831,0
Molecule_832,0
Molecule_833,0
Molecule_834,0
Molecule_835,0
Molecule_836,0
Molecule_837,0
Molecule_838,0
Molecule_839,0
Molecule_840,0
Molecule_841,0
Molecule_842,0
Molecule_843,0
Molecule_845,0
Molecule_846,0
Molecule_847,110
Molecule_848,820
Molecule_849,0
Molecule_850,0
Molecule_851,0
Molecule_853,0
Molecule_855,0
Molecule_856,0
Molecule_857,170
Molecule_859,0
Molecule_860,0
Molecule_861,0
Molecule_863,500
Molecule_864,0
Molecule_865,0
Molecule_867,0
Molecule_868,0
Molecule_869,0
Molecule_870,70
Molecule_871,0
Molecule_872,0
Molecule_873,0
Molecule_874,0
Molecule_876,0
Molecule_877,0
Molecule_878,0
Molecule_879,110
Molecule_880,0
Molecule_881,0
Molecule_882,0
