CASRN,Canonical_QSARr
117827-06-2,CCCCCCCCCCCCCCCC(=O)NC1=CC(Cl)=C(CC)C(Cl)=C1O
109884-54-0,CC(C)(COC(=O)CCCCCCCCCC(C)CCCC(C)C)COC(=O)CCCCCCCCCC(C)CCCC(C)C
1052075-57-6,CC(=C)C(=O)OCCOCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCC
1071-93-8,NNC(=O)CCCCC(=O)NN
119851-28-4,CC(=O)C1C=CC(=CC=1Cl)OC1C=CC(Cl)=CC=1
3327-22-8,C[N+](C)(C)CC(O)CCl
88-68-6,NC1=CC=CC=C1C(N)=O
10175-31-2,CN(C)CC1C=CC=CC=1Cl
100402-60-6,OC(CO)C(O)C(O)C(C=O)OC(C=O)C(O)C(O)C(O)CO
285977-85-7,CC1C=CC2CC(C)(CO)CC=2C=1
97-36-9,CC(=O)CC(=O)NC1=CC=C(C)C=C1C
479541-17-8,CN(CCS(=O)(=O)CCOS(O)(=O)=O)C1N=C(F)N=C(NC2=CC=C3C(C=C(C(N=NC4C=C(OC)C(=CC=4N=NC4C=C(C=CC=4O)S(O)(=O)=O)OC)=C3O)S(O)(=O)=O)=C2S(O)(=O)=O)N=1
10420-33-4,CC(=O)C(CC(=O)OC)C(=O)OC
111-70-6,CCCCCCCO
22094-93-5,CC(=O)C(N=NC1C=C(Cl)C(=CC=1Cl)C1C=C(Cl)C(=CC=1Cl)N=NC(C(=O)NC1=CC=C(C)C=C1C)C(C)=O)C(=O)NC1=CC=C(C)C=C1C
187393-00-6,COC1C=CC(=CC=1)C1N=C(N=C(N=1)C1=CC=C(C=C1O)OCC(CCCC)CC)C1C=CC(=CC=1O)OCC(CCCC)CC
636-70-4,CCN(CC)CC
31837-42-0,CC(=O)C(N=NC1=CC=CC=C1C(O)=O)C(=O)NC1=CC2NC(=O)NC=2C=C1
126050-54-2,CCC(COP1OC2C(=CC(=CC=2CC2C=C(C=C(C=2O1)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)CCCC
745070-61-5,CC(C)(C)C(=O)NC1C=C(C=C(C=1)NC(=O)C(C)(C)C)NC(=O)C(C)(C)C
616-30-8,NCC(O)CO
3380-30-1,OC1C=C(Cl)C=CC=1OC1C=CC(Cl)=CC=1
144163-85-9,CC(C)(C)OC(O)=NC(CC1C=CC=CC=1)CC(O)C(N)CC1C=CC=CC=1
18268-70-7,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CCCC)CC
1638586-33-0,CC(NC1CC2C3=CC=CC=C3N(CCC(=O)OCC)C=2CC1)C1C=CC=CC=1
109-67-1,CCCC=C
106-70-7,CCCCCC(=O)OC
36097-07-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS
2164-17-2,CN(C)C(=O)NC1C=C(C=CC=1)C(F)(F)F
64338-16-5,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O
17832-28-9,C=COCCCCO
60-12-8,OCCC1C=CC=CC=1
118-60-5,CCCCC(COC(=O)C1C=CC=CC=1O)CC
3238-40-2,OC(=O)C1=CC=C(O1)C(O)=O
2425-85-6,CC1=CC(=C(C=C1)N=NC1C(O)=CC=C2C=CC=CC2=1)[N+]([O-])=O
75234-41-2,CC1C=C(C=CC=1N=NC1=C(O)C(=CC=C1O)N=NC1C=CC=CC=1C(O)=O)S(O)(=O)=O
58-22-0,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2O
51981-21-6,OC(=O)CCC(C(O)=O)N(CC(O)=O)CC(O)=O
15245-44-0,[O-][N+](=O)C1=C(O)C(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O
102340-61-4,CC1C=C(C=C2CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)OC=12)OC1OC(CO)C(O)C(O)C1O
88-19-7,CC1C=CC=CC=1S(N)(=O)=O
6920-22-5,CCCCC(O)CO
93839-71-5,CC(=O)OC1CCC(CC1)NCC1=CC=CC=C1N
2035-93-0,CC(O)CC(C)(C)C1C=CC=CC=1
674347-28-5,OC(=O)C1=CC2C=CC=CC=2C=C1
93-58-3,COC(=O)C1C=CC=CC=1
26576-46-5,CC(=O)CC(=O)NC1=CC2NC(=O)NC=2C=C1
80118-06-5,CC(=C)CC(C)OC(=O)C(C)C
185257-07-2,CC(C#N)N(CC#N)CC#N
50998-13-5,CC(=O)NC1C(OC(O)(CC1O)C(=O)OC)C(O)C(O)CO
11140-04-8,CCCCCCCC(O)=O
74441-06-8,NC1C=CC(=CC=1)C(O)=NC1C=CC(=CC=1)C(N)=O
286938-65-6,CCCCCCCCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
7473-98-5,CC(C)(O)C(=O)C1C=CC=CC=1
58-55-9,CN1C(=O)C2NC=NC=2N(C)C1=O
53-16-7,CC12CCC3C(CCC4C=C(O)C=CC=43)C1CCC2=O
105-56-6,CCOC(=O)CC#N
7605-52-9,CC1CCCC(C1)C(=O)OC
3468-63-1,[O-][N+](=O)C1=CC(=C(C=C1)N=NC1=C(O)C=CC2=CC=CC=C21)[N+]([O-])=O
109-72-8,CCCC
37859-55-5,C[Si](ON=C(C)CCC)(ON=C(C)CCC)ON=C(C)CCC
23328-71-4,CCCCCCCCCCCCCCCCCCOCCC[N+](C)(C)C
1799569-89-3,CCOC1C=CC2=C(OC3=C2C=CC(OCCCCC)=C3F)C=1F
108-83-8,CC(C)CC(=O)CC(C)C
67643-70-3,CC(C)=CCCC(C)(C=C)OC(=O)N(C)C
1391350-92-7,CCCCCCOC1C=CC(=CC=1OCCCCCC)C(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1
41672-81-5,CCCCCCCCCCCCCCCC(=O)N1CC(CC1C(O)=O)OC(=O)CCCCCCCCCCCCCCC
145022-44-2,CCN1C=[N+](C)C=C1
93-20-9,OCCOC1C=C2C=CC=CC2=CC=1
1115-30-6,CC(=O)C(CC(=O)OCC)C(=O)OCC
6448-95-9,CC1=CC=C(C=C1N=NC1=C(O)C(=CC2=CC=CC=C21)C(=O)NC1C=CC=CC=1)[N+]([O-])=O
157367-45-8,CCN(CCCNC1=NC(NC2=CC=C(C3=C2C(=O)C2=CC=CC=C2C3=O)C2=CC=C(NC3N=C(NCCCN(CC)CC)N=C(NCCCN(CC)CC)N=3)C3=C2C(=O)C2=CC=CC=C2C3=O)=NC(NCCCN(CC)CC)=N1)CC
110-95-2,CN(C)CCCN(C)C
2781-00-2,CC(C)(C)OOC(C)(C)C1C=CC(=CC=1)C(C)(C)OOC(C)(C)C
623-53-0,COC(=O)OCC
33955-44-1,O=C1NC(=O)C2C=CC3=C4C=2C1=CC=C4C1=CC=CC2C=CC=C3C=21
119-84-6,O=C1CCC2C=CC=CC=2O1
112-82-3,CCCCCCCCCCCCCCCCBr
2511-00-4,CC(C1CCCCC1)C(=O)OCC
123215-04-3,FC(F)C(F)(F)F
41340-36-7,CCC1=CC=CC2C(CCO)=CNC=21
757-86-8,COC(=O)CSP(=S)(OC)OC
1592-23-0,CCCCCCCCCCCCCCCCCC(O)=O
615-16-7,OC1NC2=CC=CC=C2N=1
2873-97-4,CC(=O)CC(C)(C)NC(=O)C=C
765-12-8,C=COCCOCCOCCOC=C
2146-71-6,CCCCCCCCCCCC(=O)OC=C
790240-84-5,CCN(CCCNC1N=C(NC2C=CC3=C(C=C(C(N=NC4=CC=C5NC(=O)NC5=C4)=C3O)S(O)(=O)=O)C=2)N=C(NCCCN(CC)CC)N=1)CC
61597-96-4,CC(C)COC(=O)C(C)O
68516-75-6,OC1C(N=NC2=CC=CC(Cl)=C2Cl)=C2C=CC=CC2=CC=1C(=O)NC1C=CC=C2C(=CC=CC=12)NC(=O)C1C=C2C=CC=CC2=C(N=NC2=CC=CC(Cl)=C2Cl)C=1O
103043-58-9,CCCCCC(COC(=O)CCCCC(=O)OCC(CCC)CCCCC)CCC
3753-18-2,COCC1C=CC(=CC=1)C1C=CC(COC)=CC=1
873-32-5,N#CC1=CC=CC=C1Cl
21743-27-1,CCO[Si](CN1CCOCC1)(OCC)OCC
952-06-7,ON=C(CC1C=CC=CC=1)C1C=CC=CC=1
129423-54-7,CC1=NN(C2C=C(C=CC=2)S(O)(=O)=O)C(=O)C1N=NC1C=C(Cl)C(C)=CC=1S(O)(=O)=O
13595-25-0,CC(C)(C1C=C(C=CC=1)C(C)(C)C1C=CC(O)=CC=1)C1C=CC(O)=CC=1
95-68-1,CC1=CC(C)=C(N)C=C1
12236-64-5,CC(=O)NC1C=CC(=CC=1)NC(=O)C1=CC2=CC=CC=C2C(N=NC2=CC(=CC=C2Cl)C(N)=O)=C1O
16260-27-8,CCCCCCCCCCCCCC(O)=O
15373-31-6,CC1=CCC(CC#N)C1(C)C
1174931-74-8,CC1(C)COC2(CCC3C4CCC5=CC6(CCC5C4C(=O)CC23C)SCCS6)OC1
25628-08-4,CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[N+](CC)(CC)CC
111-78-4,C1CC=CCCC=C1
160583-22-2,C=C(C#N)C(=O)OCCC1C=CC=CC=1
7226-23-5,CN1CCCN(C)C1=O
944129-07-1,COC1C(F)=C(C=CC=1Cl)B(O)O
1431329-07-5,CC1(C)OC(COCC2C=CC=CC=2)(CO1)C(OCC1C=CC=CC=1)C(OCC1C=CC=CC=1)C(OCC1C=CC=CC=1)C(=O)N1CCN(C)CC1
103597-45-1,CC(C)(C)CC(C)(C)C1=CC(CC2C=C(C=C(C=2O)N2N=C3C=CC=CC3=N2)C(C)(C)CC(C)(C)C)=C(O)C(=C1)N1N=C2C=CC=CC2=N1
93981-14-7,CC1=CC=C(C=C1)S(=O)(=O)NCCCCCC(O)=O
7320-37-8,CCCCCCCCCCCCCCC1CO1
2901-13-5,CC(C)(C(=O)OCC)C1C=CC=CC=1
109-99-9,C1CCCO1
123989-29-7,CC(C1CC1)C(=O)C1=CC=C(Cl)C=C1
24731-73-5,CC(=O)CC(=O)NC1C=CC(=CC=1)NC(=O)CC(C)=O
78-92-2,CCC(C)O
83447-96-5,ICC1CCC(CC1)CI
40203-73-4,COC(=O)C=C1CCCC1
1758-73-2,NC(=N)S(O)=O
1073607-50-7,CC1(C)C2=C(C=CC3C=CC=CC=32)[N+](CCCCS(O)(=O)=O)=C1C=CC1CCCC(=CC=C2N(CCCCS(O)(=O)=O)C3C=CC4C=CC=CC=4C=3C2(C)C)C=1Cl
36687-82-8,C[N+](C)(C)CC(O)CC(O)=O
1175006-92-4,CCCCCC1C(CC(O)=O)CCC1O
931-40-8,OCC1COC(=O)O1
1271172-98-5,NC1N=C(N)NC(=N)N=1
372-31-6,CCOC(=O)CC(=O)C(F)(F)F
139504-68-0,CCC(O)COC1CCCCC1C(C)(C)C
857035-95-1,NC1C(=N)C(=O)N2CCCN21
19592-55-3,CC12CCC3C(=CC=C4CC5(CCC43C)OCCO5)C1CCC2C1(C)OCCO1
39670-09-2,CC(=C)C(=O)OCCOCCOCCOCC
17465-86-0,OC1C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(OC9OC(CO)C(OC(OC2CO)C1O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
879-57-2,CCOC1=CC=CC=C1C(N)=NO
13223-43-3,COC1C=C(OC)N2N=C(N)N=C2N=1
119959-84-1,CC1C=C(C=CC=1OC(=O)C1C=CC(O)=CC=1)OC(=O)C1C=CC(O)=CC=1
756-12-7,O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
93-70-9,CC(=O)CC(=O)NC1C=CC=CC=1Cl
68533-01-7,NC(=O)NC1CCC(CC1)NC(N)=O
3709-71-5,FC(F)(F)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F
38900-29-7,OC(=O)CCCCCCCC(O)=O
67786-25-8,CC(O)CN(CC(C)O)C1N=C(NC2C=C(C(C=CC3C=CC(=CC=3S(O)(=O)=O)NC3=NC(=NC(NC4C=CC(=CC=4)S(O)(=O)=O)=N3)N(CC(C)O)CC(C)O)=CC=2)S(O)(=O)=O)N=C(NC2C=CC(=CC=2)S(O)(=O)=O)N=1
955359-35-0,COC1C=CC(=CC=1)C(O)CC(O)C1C=CC(=CC=1)C(C)(C)C
474510-57-1,CC(C)(O)C(=O)C1C=CC(CC2C=CC(=CC=2)C(=O)C(C)(C)O)=CC=1
883794-93-2,C1CO[Si]2(CCCSSCCC[Si]34OCCN(CCO3)CCO4)OCCN1CCO2
84229-70-9,COC1C=C(N=NC2C(=CC3C=C(C(N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(O)(=O)=O)=C(N)C=3C=2O)S(O)(=O)=O)S(O)(=O)=O)C(=CC=1S(=O)(=O)CCOS(O)(=O)=O)OC
52722-86-8,CC1(C)CC(O)CC(C)(C)N1CCO
5405-40-3,CC1(C)COC(=O)C1O
871-70-5,OC(=O)CCCCCCCCCCCCCCCCC(O)=O
6041-94-7,OC1C(N=NC2=CC(Cl)=CC=C2Cl)=C2C=CC=CC2=CC=1C(=O)NC1C=CC=CC=1
542-28-9,O=C1CCCCO1
3010-96-6,CC1(C)C(O)C(C)(C)C1O
123944-63-8,OCCOCCOCCCNC1C=CC(NCCCOCCOCCO)=C2C=1C(=O)C1=CC=CC=C1C2=O
7531-52-4,NC(=O)C1CCCN1
156157-97-0,OCCN(CCO)CCO
68134-22-5,CC(=O)C(N=NC1=CC=CC=C1C(F)(F)F)C(=O)NC1=CC2NC(=O)NC=2C=C1
894079-42-6,CNC(C)C1C=CC=C(O)C=1
100-54-9,N#CC1=CN=CC=C1
25869-00-5,C#N
108-78-1,NC1N=C(N)N=C(N)N=1
118289-55-7,O=C1CC2=CC(CCCl)=C(Cl)C=C2N1
176972-62-6,COC(O)=NC(CC1C=CC=CC=1)C(O)CCl
298692-41-8,CC(C)OC(=O)NP(N)(N)=O
98-95-3,[O-][N+](=O)C1C=CC=CC=1
100-21-0,OC(=O)C1C=CC(=CC=1)C(O)=O
865-48-5,CC(C)(C)O
71701-14-9,CC1=NN(C2C=C(Cl)C=CC=2)C(=O)C1N=NC1C=C(C=CC=1O)S(=O)(=O)NC
121-43-7,COB(OC)OC
1261240-30-5,CC(C)(C)C1C=C(C=C(C=1O)C(C)(C)C)C(=O)OC1=CC=C(C=C1C1C2C=C(C=CC=2OC1=O)C(C)(C)C)C(C)(C)C
29911-27-1,CCCOCC(C)OCC(C)O
16251-77-7,CC(CC=O)C1C=CC=CC=1
371771-07-2,CC(C)(CS(C)=O)N=C(O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1C)C(F)(C(F)(F)F)C(F)(F)F
50-89-5,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
18479-51-1,CCC(C)(O)CCC=C(C)C
840-65-3,COC(=O)C1=CC2C=CC(=CC=2C=C1)C(=O)OC
2605-79-0,CCCCCCCCCC[N+](C)(C)[O-]
13752-51-7,S=C(SN1CCOCC1)N1CCOCC1
27344-06-5,NC(=O)CCN(CCO)C1N=C(NC2=CC(=C(C=C2)C=CC2=CC=C(C=C2S(O)(=O)=O)NC2N=C(NC3C=CC=CC=3)N=C(N=2)N(CCO)CCC(N)=O)S(O)(=O)=O)N=C(NC2C=CC=CC=2)N=1
119-80-2,OC(=O)C1C=CC=CC=1SSC1C=CC=CC=1C(O)=O
84632-59-7,CC(C)(C)C1C=CC(=CC=1)C1=NC(=O)C2C1C(=O)NC=2C1C=CC(=CC=1)C(C)(C)C
52793-11-0,CC(=O)CC(=O)NC1=CC(Cl)=CC=C1OC
3056-13-1,CC1C=CC(=CC=1)C(=O)OCC1OC(CC1OC(=O)C1=CC=C(C)C=C1)N1C=C(C)C(=O)NC1=O
1072-68-0,CC1C=NN(C)C=1
110-83-8,C1CCCC=C1
106-95-6,C=CCBr
111-14-8,CCCCCCC(O)=O
26848-40-8,OC1C=C2C=CC=CC2=CC=1C(=O)NC1C=C2NC(=O)NC2=CC=1
58190-62-8,CC(CCC)=NO[Si](C=C)(ON=C(C)CCC)ON=C(C)CCC
1472633-72-9,OCC(CO)OB(OC(CO)CO)OC(CO)CO
192725-50-1,CC(C)C(C(O)=O)N1CCCNC1=O
110-77-0,CCSCCO
10213-78-2,CCCCCCCCCCCCCCCCCCN(CCO)CCO
121240-56-0,CCCCP(CCCC)(CCCC)CCCC
14078-41-2,CC(C)(C)C1=CC(=CC(C2C=C(C=C(C=2O)C(C)(C)C)OC)=C1O)OC
105194-34-1,O=C1N=C(C2C1=C(NC2=O)C1C=CC(=CC=1)C1C=CC=CC=1)C1C=CC(Cl)=CC=1
613-62-7,C(OC1=CC2=CC=CC=C2C=C1)C1C=CC=CC=1
6471-50-7,CC1C=CC=CC=1NC(=O)C1C=C2C=CC=CC2=C(N=NC2C=CC(Cl)=CC=2[N+]([O-])=O)C=1O
224785-90-4,CC1N=C(CCC)N2NC(=NC(=O)C2=1)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC1)CC
19224-29-4,CC(C)(C1C=CC(=CC=1)OCCOC(C)=O)C1C=CC(=CC=1)OCCOC(C)=O
1228284-86-3,CC(=O)CC1C(Cl)=CC(Cl)=CC=1Cl
2687-94-7,CCCCCCCCN1CCCC1=O
49564-57-0,CC1C=C(N)C(=CC=1S(=O)(=O)NC)OC
2162-74-5,CC(C)C1C=CC=C(C(C)C)C=1N=C=NC1C(=CC=CC=1C(C)C)C(C)C
69184-17-4,COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
75-26-3,CC(C)Br
108-03-2,CCC[N+]([O-])=O
624-54-4,CCCCCOC(=O)CC
886592-17-2,N#CC1C=CC=C(C=1C#N)S(=O)(=O)CCCS(O)(=O)=O
61668-40-4,CCOC=CCCCCCCCC
52299-25-9,OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
68584-22-5,CCCCCCCCCC
63187-91-7,CC(C)C1CCC(C)CC21OC(CO2)CO
22174-70-5,CCCCC(COCOCC(CCCC)CC)CC
2495-27-4,CC(=C)C(=O)OCCCCCCCCCCCCCCCC
60-35-5,CC(N)=O
139-13-9,OC(=O)CN(CC(O)=O)CC(O)=O
439685-79-7,CC(O)CC1OCC(O)C(O)C1O
6712-98-7,CC(O)CN(CCO)CCO
67-51-6,CC1=CC(C)=NN1
17689-77-9,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O
7398-69-8,C[N+](C)(CC=C)CC=C
1193-24-4,OC1C=C(O)N=CN=1
87855-59-2,C[Si](C=C)(N(CC)C(C)=O)N(CC)C(C)=O
77-99-6,CCC(CO)(CO)CO
1393708-17-2,CCN(CC)C(=O)C1=C[N+](CCCS([O-])(=O)=O)=CC=C1
78-67-1,CC(C)(C#N)N=NC(C)(C)C#N
90076-65-6,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
121627-17-6,CC(C)(C)C1=CC(=CC(=C1OP1OC2=CC=CC=C2C2=CC=CC=C2O1)C1C=C(C=C(C=1OP1OC2=CC=CC=C2C2=CC=CC=C2O1)C(C)(C)C)OC)OC
34335-10-9,OP(O)(=O)C1C=CC=CC=1
84632-50-8,N#CC1=CC(=CC=C1)C1NC(=O)C2C=1C(=O)N=C2C1=CC(=CC=C1)C#N
2976-74-1,OC(=O)COC1C=CC=C(Cl)C=1Cl
350601-49-9,CC(=O)NC1=CC(Cl)=NC(C(=O)OC)=C1Cl
3576-88-3,N=C1NC(=N)N=C(N1)NC1NC(=N)NC(=N)N=1
52603-48-2,CC1=C(C#N)SC(N)=C1C#N
33329-35-0,CN(C)CCCN(CCCN(C)C)CCCN(C)C
126-57-8,CCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
15834-05-6,CC(C)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
504-02-9,O=C1CC(=O)CCC1
89331-94-2,CC1=CC2OC3C=C(C=CC=3C3(OC(=O)C4C=CC=CC3=4)C=2C=C1NC1C=CC=CC=1)N(CCCC)CCCC
297730-93-9,CCOC(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
107898-54-4,CC(O)C(C)(C)C=CC1CC=C(C)C1(C)C
623-40-5,CCCC(C)=NO
2687-96-9,CCCCCCCCCCCCN1CCCC1=O
12225-18-2,CC(=O)C(N=NC1=CC(OC)=C(C=C1OC)S(=O)(=O)NC1C=CC=CC=1)C(=O)NC1=CC(OC)=C(Cl)C=C1OC
3520-72-7,CC1=NN(C2C=CC=CC=2)C(=O)C1N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC1C(=O)N(N=C1C)C1C=CC=CC=1
5372-81-6,COC(=O)C1C=C(N)C(=CC=1)C(=O)OC
6615-00-5,CC12CC(O)C3C(CCC4=CC(=O)CCC43)C1CCC2=O
1333488-95-1,COC(=O)C(=CC1C=CC=C2OC(F)(F)OC=12)C#N
3234-28-4,CCCCCCCCCCCCC1CO1
109293-98-3,CC(N=NC(=O)NC1C=C(F)C=C(F)C=1)C1N=CC=CC=1C(O)=O
107-29-9,CC=NO
138401-24-8,CCCCC1=NC2(CCCC2)C(=O)N1CC1C=CC(=CC=1)C1=CC=CC=C1C#N
13501-76-3,C[Si](CCCCl)(OCC)OCC
6358-37-8,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(=O)NC1C=CC(C)=CC=1)C(C)=O)C(=O)NC1C=CC(C)=CC=1
54889-63-3,CCOCC1CCC(COCC)CC1
629-11-8,OCCCCCCO
106-36-5,CCC(=O)OCCC
7474-78-4,NC1=CC(=CC=C1N)S(O)(=O)=O
544-31-0,CCCCCCCCCCCCCCCC(=O)NCCO
115895-09-5,CCOC(=O)C1=CC(Cl)=C(OC(=O)OCCCCCCCCCCCCCCCC)C(Cl)=C1
29721-79-7,CC(=C)C(=O)OC(O)CCC
6607-34-7,O=C1CCCCC(=O)OCCOCCO1
35000-37-4,CC(C)(C)OC(=O)CP(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1
87787-81-3,CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)C(=O)C1C=CC=CC=1C(O)=O
14338-82-0,CCCCOC(=O)CSCSCC(=O)OCCCC
474754-93-3,CC1C=C(NC(=O)C(CCCCCC)CCCCCCCC)C(O)=CC=1
1327197-44-3,OC1C2C=CC(NC3N=C(Cl)N=C(N=3)N(CCS(=O)(=O)CCOS(O)(=O)=O)C3=CC=CC=C3)=C(C=2C=C(C=1N=NC1=CC=C(C=C1S(O)(=O)=O)N=NC1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
38083-17-9,CC(C)(C)C(=O)C(OC1C=CC(Cl)=CC=1)N1C=NC=C1
45021-77-0,C[N+](C)(C)CCCNC(=O)C=C
18794-84-8,CC(C)=CCCC(C)=CCCC(=C)C=C
141645-16-1,CCCCC1OC2C=CC(=CC=2C=1C(=O)C1C=CC(O)=CC=1)[N+]([O-])=O
875-74-1,NC(C(O)=O)C1C=CC=CC=1
73-22-3,NC(CC1=CNC2=CC=CC=C21)C(O)=O
68092-46-6,CC1C=C(C=CC=1)C(O)=O
110-65-6,OCC#CCO
35123-06-9,CC(O)C(=O)N(C)C
79-39-0,CC(=C)C(N)=O
379268-96-9,CC(C)(C)C1=NN2N=C(NC2=C1Cl)C1=CC=C(C=C1)NC(=O)COC(=O)C(CCCCCC)CCCCCCCC
1271488-66-4,CCCCCC1C(CCC1=O)C(=O)OC
144702-27-2,CN1C(=NC2=CC=CC=C12)C1C=C(C)C2N=C(CCC)N(CC3C=CC(=CC=3)C3=CC=CC=C3C#N)C=2C=1
63562-34-5,OCCOC(=O)CC(CP1(=O)OC2C=CC=CC=2C2C=CC=CC1=2)C(=O)OCCO
78-40-0,CCOP(=O)(OCC)OCC
59673-82-4,COC(=O)C1C=CC(=CC=1N)C(=O)NC1=CC(Cl)=CC=C1Cl
727678-39-9,CC(C)(C)C1C=C(NC(=O)C(C2=NC3=CC=CC=C3S(=O)(=O)N2CCCOCCCC)N2C(=O)C(C)(C)OC2=O)C(=CC=1)SCC(CCCC)CC
162691-59-0,CC1(C)CC2OC(C)OC2=C(C)C1(O)C#CC(C)(C=C)OC(C)OCC
544-17-2,OC=O
131-57-7,COC1C=C(O)C(=CC=1)C(=O)C1C=CC=CC=1
57-88-5,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
35869-64-8,[O-][N+](=O)C1C=C(Cl)C=CC=1N=NC1=C2C=CC=CC2=CC(C(=O)NC2=CC(Cl)=C(C=C2)NC(=O)C2C=C3C=CC=CC3=C(N=NC3C=CC(Cl)=CC=3[N+]([O-])=O)C=2O)=C1O
1487263-87-5,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O
111-69-3,N#CCCCCC#N
18916-17-1,CC1OC(OC2C(OC(CO)C(O)C2O)OC2=CC(O)=C(C(=O)CCC3C=CC(O)=CC=3)C(O)=C2)C(O)C(O)C1O
2144-53-8,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
38051-10-4,O=P(OCCCl)(OCCCl)OCC(COP(=O)(OCCCl)OCCCl)(CCl)CCl
13223-03-5,CC(=C)C(=O)OCC[N+](C)(C)CC
330-54-1,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1
1333490-26-8,CN1CCN(CCCOC2=CC(=CC=C2OC)N=CC(C#N)C(=O)NC2=CC(OC)=C(Cl)C=C2Cl)CC1
23552-74-1,CC1C(=C(C)C=C(C)C=1NC1C=CC(NC2C(C)=C(C(C)=CC=2C)S(=O)(=O)NC2CCCCC2)=C2C=1C(=O)C1C=CC=CC=1C2=O)S(=O)(=O)NC1CCCCC1
52846-56-7,CC(=O)C(N=NC1C=CC(=CC=1)[N+]([O-])=O)C(=O)NC1=CC2NC(=O)NC=2C=C1
1522-92-5,OCC(CBr)(CBr)CBr
2044-64-6,CC(=O)CC(=O)N(C)C
73912-21-7,CC1=CC2CC3C=C(C)C=C(C4CCCCC4)C=3OP(O)OC=2C(=C1)C1CCCCC1
65-45-2,NC(=O)C1=CC=CC=C1O
52556-42-0,C=CCOCC(O)CS(O)(=O)=O
101238-01-1,CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1
13732-62-2,C1COCCN1
1384257-92-4,CCCCOC(=O)C1CCC(O)CC1
873-94-9,CC1CC(=O)CC(C)(C)C1
108-10-1,CC(C)CC(C)=O
35092-89-8,COC(=O)C1C=CC(=CC=1[N+]([O-])=O)C(O)=O
139189-30-3,CC1C=CC=C(C)C=1OP(=O)(OC1C=C(C=CC=1)OP(=O)(OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C
87135-01-1,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC
19444-21-4,CC(C)(O)C(=O)OCC=C
814-80-2,CC(O)C(O)=O
178671-69-7,N#CCC(=O)OCC(COC(=O)CC#N)(COC(=O)CC#N)COC(=O)CC#N
1879-09-0,CC1C=C(C(O)=C(C)C=1)C(C)(C)C
85776-14-3,CN(C)S(=O)(=O)C1C=C(Cl)C(=CC=1Cl)N=NC1=C(O)C(=CC2C=CC=CC=21)C(=O)NC1C=CC(Cl)=CC=1
1123-25-7,CC1(CCCCC1)C(O)=O
