CASRN,Canonical_QSARr
96-93-5,NC1C=C(C=C(C=1O)[N+]([O-])=O)S(O)(=O)=O
21643-42-5,CCCCCCCCCCCCCCOC(=O)C=C
156-43-4,CCOC1C=CC(N)=CC=1
62899-75-6,CCN(C1CCCCC1)C(=O)Cl
759-94-4,CCSC(=O)N(CCC)CCC
2149581-44-0,CC(=C)C(=O)OCCOCCOC1C=CC(=CC=1)C(=O)C1C=CC=CC=1
1327197-44-3,OC1C2C=CC(NC3N=C(Cl)N=C(N=3)N(CCS(=O)(=O)CCOS(O)(=O)=O)C3=CC=CC=C3)=C(C=2C=C(C=1N=NC1=CC=C(C=C1S(O)(=O)=O)N=NC1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
157859-20-6,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C
80-46-6,CC(C)(CC)C1C=CC(O)=CC=1
84434-23-1,CC(C)(C)C1C=CC(C=CC=O)=CC=1
6613-31-6,CC(CC)C1CCCC2=CC=CN=C21
4711-68-6,CCOC1C=CC(=CC=1)NC(=O)C1C=C2C=CC=CC2=CC=1O
41198-08-7,CCCSP(=O)(OC1C=CC(Br)=CC=1Cl)OCC
112-16-3,CCCCCCCCCCCC(=O)Cl
120298-38-6,CC(=O)NC1CC(C)S(=O)(=O)C2SC(=CC=21)S(N)(=O)=O
2402-79-1,ClC1=CC(Cl)=C(Cl)N=C1Cl
3101-60-8,CC(C)(C)C1C=CC(=CC=1)OCC1CO1
35501-23-6,CCCCN(C[Si](OCC)(OCC)OCC)CCCC
2524-03-0,COP(=S)(Cl)OC
632-79-1,O=C1OC(=O)C2C1=C(Br)C(Br)=C(Br)C=2Br
94313-91-4,C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C
109-79-5,CCCCS
2243-62-1,NC1C=CC=C2C=1C=CC=C2N
129-17-9,CCN(CC)C1C=CC(=CC=1)C(C1C=CC(=CC=1S(O)(=O)=O)S(O)(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC
2905-62-6,O=C(Cl)C1C=C(Cl)C=C(Cl)C=1
24424-99-5,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C
68123-13-7,C[N+](C)(C)C1=CC(=CC=C1)NC1C=C(N)C2C(=O)C(Br)=CC(=N)C=2C=1O
135-61-5,CC1C=CC=CC=1NC(=O)C1C=C2C=CC=CC2=CC=1O
1843-03-4,CC(CC(C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C)C1=CC(=C(O)C=C1C)C(C)(C)C
94361-26-9,CC(C1CC1)C1(CO1)C1C=CC(Cl)=CC=1
66319-07-1,CC1SCC(C1=O)C(=O)OC
99-75-2,CC1C=CC(=CC=1)C(=O)OC
4712-55-4,O=P(OC1C=CC=CC=1)OC1C=CC=CC=1
56-23-5,ClC(Cl)(Cl)Cl
92-84-2,C1=CC=CC2NC3=CC=CC=C3SC=21
77-94-1,CCCCOC(=O)C(O)(CC(=O)OCCCC)CC(=O)OCCCC
99-34-3,[O-][N+](=O)C1C=C(C=C(C=1)[N+]([O-])=O)C(O)=O
104-55-2,O=CC=CC1C=CC=CC=1
610-69-5,CC(=O)OC1C=CC=CC=1[N+]([O-])=O
139189-30-3,CC1C=CC=C(C)C=1OP(=O)(OC1C=C(C=CC=1)OP(=O)(OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C)OC1C(C)=CC=CC=1C
124955-50-6,NCCC1=CNC2=CC=CC=C21
581076-67-7,CN1CCN(CC2C=CC(=CC=2)C(=O)NC2=CC(NC(N)=N)=C(C)C=C2)CC1
63157-72-2,CCN(CC)C1C=CC(=CC=1)C(C1C=CC(=CC=1)N(CC)CC)C1C=CC(=CC=1)N(CC)CC
93841-25-9,NC1=CC(CCO)=C(N)C=C1
145022-45-3,CCN1C=[N+](C)C=C1
65520-46-9,CCCCOCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCOCCCC
123-04-6,CCCCC(CCl)CC
85-43-8,O=C1OC(=O)C2CC=CCC12
83261-15-8,CC(C)COC(=O)C(C)Cl
189253-72-3,CN(C)CCOCCN(C)CCCN
615-60-1,CC1C=C(Cl)C=CC=1C
62037-80-3,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
7785-70-8,CC1=CCC2CC1C2(C)C
97-86-9,CC(=C)C(=O)OCC(C)C
28068-91-9,CC(C)C(C)(C)C1CCC(=O)C(C)C1
67584-55-8,CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
114798-26-4,CCCCC1=NC(Cl)=C(CO)N1CC1C=CC(=CC=1)C1=CC=CC=C1C1NN=NN=1
10563-26-5,NCCCNCCNCCCN
213265-81-7,FC1C(CC2=CC=CC=C2Cl)=NC=NC=1Cl
7756-94-7,CC(C)(C)CC(C)(C)C=C(C)C
1560-69-6,CCC(O)=O
21862-63-5,CC(C)(C)C1CCC(O)CC1
119302-20-4,CC12CC(C(O)CC1CCC1C2CCC2(C)C1CC(C2O)N1CCCC1)N1CCOCC1
388606-32-4,C[Si]1(C)CCCN1[Si](C)(C)CCCN
126-73-8,CCCCOP(=O)(OCCCC)OCCCC
21331-43-1,NC1=NC(=CS1)C1=CC2=CC=CC=C2C=C1
15308-01-7,O=C(CCl)N(C1C(Cl)=CC=CC=1Cl)C1C=CC=CC=1
1962-75-0,CCCCOC(=O)C1C=CC(=CC=1)C(=O)OCCCC
667889-11-4,N#CC1C=CC(=CC=1C#N)S(=O)(=O)CCCS(O)(=O)=O
181696-73-1,CC1(O)ON=C(C1C1C=CC=CC=1)C1C=CC=CC=1
189813-45-4,COC(=O)C(=NOC)C1=CC=CC=C1CCl
147118-40-9,CC(C)C1=NC(=NC(=C1C=CC(O)CC(O)CC(=O)OC)C1=CC=C(F)C=C1)N(C)S(C)(=O)=O
246871-16-9,N#CCCN(CCC#N)C1C=CC(=CC=1)N=NC1=C(Br)C=C(C=C1C(F)(F)F)[N+]([O-])=O
104-90-5,CC1C=CC(CC)=CN=1
78-16-0,CCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC
1565-76-0,CC(C)C1CCC(C)CC1OC
70833-40-8,CCC(C)(C)OOC(=O)OCC(CCCC)CC
78629-20-6,CC(C)(C)C#CC(O)C=C
24293-43-4,CCCCC(COC(=O)CSCC(=O)OCC(CCCC)CC)CC
127-18-4,ClC(Cl)=C(Cl)Cl
89-61-2,[O-][N+](=O)C1C=C(Cl)C=CC=1Cl
1569-69-3,SC1CCCCC1
17796-82-6,O=C1C2C=CC=CC=2C(=O)N1SC1CCCCC1
91-56-5,O=C1C2C=CC=CC=2NC1=O
3048-64-4,C=CC1CC2CC1C=C2
85633-96-1,CC(CC(O)=O)C(=O)C1C=C(C(Cl)=CC=1)[N+]([O-])=O
155601-30-2,NC1=C(N)C=NN1CCO
5445-19-2,CCCCC(Br)C(=O)OC
629-03-8,BrCCCCCCBr
1254940-85-6,CC(C)CC1CCC(CCC=O)CC1
927395-20-8,C[Si](C)(SCCC[Si](C)(OC)OC)C(C)(C)C
122-52-1,CCOP(OCC)OCC
84204-70-6,CC1=NN(C(=O)C1N=NC1C=C(C=C(C=1O)S(O)(=O)=O)[N+]([O-])=O)C1=CC=CC=C1
108-67-8,CC1C=C(C)C=C(C)C=1
96-09-3,C1OC1C1C=CC=CC=1
172529-93-0,COC(=O)C(CCN1C=NC2C(Cl)=NC(N)=NC1=2)C(=O)OC
95-02-3,CC1N=C(N)C(CN)=CN=1
89-62-3,CC1=CC(=C(N)C=C1)[N+]([O-])=O
154581-97-2,CC1C=CC(=CC=1)C=C(CCCCC)C=O
108-99-6,CC1C=NC=CC=1
95-47-6,CC1C=CC=CC=1C
1093653-57-6,CCCCCCCOCC(C)CC=O
208711-58-4,CON=C1COC2C=CC=CC1=2
13048-33-4,C=CC(=O)OCCCCCCOC(=O)C=C
119-36-8,COC(=O)C1C=CC=CC=1O
74462-02-5,CCC(CCCC)C(C1C=CC(O)=CC=1)C1C=CC(O)=CC=1
860-22-0,OS(=O)(=O)C1=CC2=C(C=C1)NC(C1=NC3=CC=C(C=C3C1=O)S(O)(=O)=O)C2=O
134127-48-3,CC1(C)C2C3=CC=CC=C3C=CC=2[N+](C)=C1C=CC1CCCC(=CC=C2N(C)C3C=CC4=CC=CC=C4C=3C2(C)C)C=1Cl
106-02-5,O=C1CCCCCCCCCCCCCCO1
92077-08-2,C=CCC(CC=C)=CCC1CC(=O)OC1=O
44914-03-6,CCC(C)COC(=O)C=C
106-24-1,CC(C)=CCCC(C)=CCO
10191-41-0,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
51336-94-8,O=C(CCl)C1C=CC(F)=CC=1F
4303-67-7,CCCCCCCCCCCCN1C=NC=C1
96-97-9,[O-][N+](=O)C1C=CC(O)=C(C=1)C(O)=O
3811-73-2,O[N+]1C=CC=CC=1S
94-36-0,O=C(OOC(=O)C1C=CC=CC=1)C1C=CC=CC=1
1238449-42-7,CCCCCC(COC(=O)OCC(CCC)CCCCC)CCC
762-04-9,CCOP(O)OCC
18172-67-3,CC1(C)C2CC1CCC2=C
96-67-3,NC1=CC(=CC(=C1O)S(O)(=O)=O)[N+]([O-])=O
95-64-7,CC1=CC(N)=CC=C1C
88-43-7,NC1=CC(=C(Cl)C=C1)S(O)(=O)=O
76-03-9,OC(=O)C(Cl)(Cl)Cl
28768-32-3,C(C1C=CC(=CC=1)N(CC1CO1)CC1CO1)C1C=CC(=CC=1)N(CC1CO1)CC1CO1
140-31-8,NCCN1CCNCC1
123-15-9,CCCC(C)C=O
140921-24-0,CCCCC(CC)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(CCCC)CC
91507-67-4,CSC(=O)OC(C)Cl
10217-34-2,CCO[Si](CCC1CC2OC2CC1)(OCC)OCC
108-24-7,CC(=O)OC(C)=O
553-86-6,O=C1CC2=CC=CC=C2O1
96-34-4,COC(=O)CCl
924663-40-1,CC1C(CSC2NC3=CC=CC=C3N=2)=[N+]([O-])C=CC=1OCCCOC
23726-93-4,CC1C=CCC(C)(C)C=1C(=O)C=CC
1247712-63-5,COC(=O)C1=CC(CCl)=NN1C1=NC=CC=C1Cl
81-11-8,NC1=CC(=C(C=CC2C=CC(N)=CC=2S(O)(=O)=O)C=C1)S(O)(=O)=O
1128026-41-4,C[Si](C)(SCCC[Si](OC)(OC)OC)C(C)(C)C
224789-21-3,CC1N=C(CCC)N2NC(=NC(=O)C2=1)C1=CC=CC=C1OCC
7182-21-0,CC1=COC2C=CC(O)=CC=21
32765-81-4,C[N+](C)(C)CCCCCCBr
244021-01-0,CC(ON1C(C)(CC(=O)C(C)C1(C)CC)CC)C1C=CC=CC=1
103121-85-3,C[N+]1(CCCC1)CC1CSC2C(N)C(=O)N2C=1C(O)=O
75980-60-8,CC1C=C(C)C=C(C)C=1C(=O)P(=O)(C1C=CC=CC=1)C1C=CC=CC=1
17351-75-6,C=COCC1CCC(COC=C)CC1
460-00-4,FC1=CC=C(Br)C=C1
14214-31-4,C=C(Cl)CN=C=S
92-74-0,CCOC1C=CC=CC=1NC(=O)C1C=C2C=CC=CC2=CC=1O
103015-84-5,NC1=CC(Cl)=C(C=C1Cl)OC(F)(F)C(F)C(F)(F)F
112-55-0,CCCCCCCCCCCCS
1125-21-9,CC1=CC(=O)CC(C)(C)C1=O
3851-87-4,CC(C)(C)CC(C)CC(=O)OOC(=O)CC(C)CC(C)(C)C
37763-23-8,COC(=O)C(N)C1C=CC(O)=CC=1
84434-51-5,OS(=O)(=O)C1=CC(=C(C=C1)NC1N=C(NCCNC2C=CC3N=C4C(OC=3C=2S(O)(=O)=O)=C(Cl)C2=NC3C=CC(NCCNC5N=C(Cl)N=C(NC6=CC=C(C=C6S(O)(=O)=O)S(O)(=O)=O)N=5)=C(C=3OC2=C4Cl)S(O)(=O)=O)N=C(Cl)N=1)S(O)(=O)=O
590-90-9,CC(=O)CCO
97-00-7,[O-][N+](=O)C1C=C(C=CC=1Cl)[N+]([O-])=O
79-06-1,C=CC(N)=O
1353749-74-2,NC(CO)C(=O)N=NCC1=CC=C(O)C(O)=C1O
554-61-0,CC1CCC2C(C=1)C2(C)C
77-93-0,CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC
17392-83-5,COC(=O)C(C)O
134701-20-5,CCCCCCCCCCCCCCC(C)C1=CC(C)=CC(C)=C1O
1929-82-4,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl
3179-80-4,CCCCCCCCCCCC(=O)NCCCN(C)C
63429-28-7,CC1CCCC(C)(C)C=1C=CC(=O)CC
73573-88-3,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
3473-63-0,NC=N
111304-31-5,CC(=O)C(=CC1C=CC=CC=1[N+]([O-])=O)C(=O)OC
119302-24-8,CC12CCC3C(CCC4CC(O)C(CC43C)N3CCOCC3)C1CC(C2OC(C)=O)N1CCCC1
533-68-6,CCC(Br)C(=O)OCC
73947-34-9,CCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCC)COC(=O)CCCCCCC
70969-58-3,CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C
35951-28-1,O=C1CCCCCCCCCCC1Cl
544-01-4,CC(C)CCOCCC(C)C
97-88-1,CC(=C)C(=O)OCCCC
135-62-6,COC1=CC=CC=C1NC(=O)C1=CC2C=CC=CC=2C=C1O
1193-21-1,ClC1C=C(Cl)N=CN=1
224049-04-1,N#CC1=CC=CC=C1N=C(O)C1SN=C(Cl)C=1Cl
297132-04-8,C=CC(=O)OCCCCOC(=O)OC1C=CC(=CC=1)C(O)=O
66415-55-2,C=COCCCN
61358-25-6,CC(C)(C)C1C=CC(=CC=1)[I+]C1C=CC(=CC=1)C(C)(C)C
118-83-2,[O-][N+](=O)C1C=CC(Cl)=CC=1C(F)(F)F
149021-58-9,CCCC(COC(=O)C=C)CCCCC
118685-34-0,CCCCC1=CC2=NNN=C2C=C1
173194-95-1,OC1C=CC2C=C(C=CC=2C=1)B(O)O
166524-65-8,CCOC1=NC(F)=CC(F)=N1
1490-04-6,CC(C)C1CCC(C)CC1O
51145-61-0,O=C1CC2C3=CC=CC=C3NC=2CC1
381209-09-2,CCC(CC1(CCCCC1)C(O)=O)CC
98-59-9,CC1=CC=C(C=C1)S(=O)(=O)Cl
1648784-10-4,CC1CCCC(C)(C)C1C(=O)OCC=C
69563-51-5,COC1=CC(NS(=O)(=O)C2C=CC=CC=2)=C2C(=C1N)C(=O)C1C=CC=CC=1C2=O
7747-35-5,CCC12COCN1COC2
1503-48-6,O=C1C2C(=NC3C=CC=CC=3C2=O)C(=O)C2C1=NC1C=CC=CC=1C2=O
7384-80-7,CC(CO)CC1C=CC=CC=1
108-77-0,ClC1N=C(Cl)N=C(Cl)N=1
95-70-5,CC1C=C(N)C=CC=1N
1917-64-2,COCC1=CC=C(C=O)O1
71604-74-5,C(C1CO1)N(CC1CO1)C1C=C(C=CC=1)OCC1CO1
846023-24-3,COC1C=C(NC(=O)CC#N)C(Cl)=CC=1Cl
60113-43-1,CC1C2CC(CC1C=O)C2(C)C
82530-64-1,O=C(CCCl)OCCCCCl
120-78-5,C1=CC=CC2SC(=NC=21)SSC1=NC2C=CC=CC=2S1
25637-99-4,BrC1CCCCCCCCCCC1
3088-31-1,CCCCCCCCCCCCOCCOCCOS(O)(=O)=O
39236-46-9,OCN1C(NC(=O)NCNC(=O)NC2C(=O)NC(=O)N2CO)C(=O)NC1=O
720-94-5,CC1C=CC(=CC=1)C(=O)CC(=O)C(F)(F)F
70161-44-3,OCNCC(O)=O
141-32-2,CCCCOC(=O)C=C
97-63-2,CC(=C)C(=O)OCC
7216-56-0,CC(C)=CC=CC(C)=CC
124-63-0,CS(=O)(=O)Cl
110964-79-9,CS(=O)(=O)C1=CC(=C(C=C1)C(O)=O)[N+]([O-])=O
153719-38-1,CN1COCN=C1N[N+]([O-])=O
78418-01-6,CCCCCCCC(=O)C1C=CC(O)=C(C=1)C(O)=O
20837-86-9,NC#N
915-67-3,OC1C(=CC2C=C(C=CC=2C=1N=NC1=CC=C(C2=CC=CC=C21)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
1852-16-0,CCCCOCNC(=O)C=C
2162-70-1,CC1C=C(CC)C(N=C=O)=C(CC)C=1N=C=O
75-91-2,CC(C)(C)OO
1173807-85-6,CCOC(=O)C1(N)CC1C=C
101-02-0,C1=CC=CC=C1OP(OC1C=CC=CC=1)OC1C=CC=CC=1
7397-46-8,COB(CC)CC
32360-05-7,CC(=C)C(=O)OCCCCCCCCCCCCCCCCCC
118-75-2,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
89-98-5,O=CC1C=CC=CC=1Cl
128-08-5,O=C1CCC(=O)N1Br
566-08-5,CC12CCC(=O)C=C1CCC1C3C(O)CC(=O)C3(C)CCC21
69103-20-4,CC(C=C)=CCC1OC1(C)C
138526-69-9,FC1C=C(Br)C=C(F)C=1F
104797-47-9,CC(=O)ON=C(C1=CSC(N)=N1)C(=O)SC1=NC2C=CC=CC=2S1
96-69-5,CC1C=C(O)C(=CC=1SC1=CC(=C(O)C=C1C)C(C)(C)C)C(C)(C)C
154858-16-9,CCCCCCCCCCCCCC[N+](C)(C)C
373-44-4,NCCCCCCCCN
98298-66-9,CC(C)OC(=O)OC(C)Cl
222408-90-4,OC(CC1C=CC=CC=1Cl)(CN1NCNC1=S)C1(Cl)CC1
101-72-4,CC(C)NC1C=CC(=CC=1)NC1C=CC=CC=1
21544-03-6,O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1
57625-74-8,COC(=O)C(C)(C)C1C=CC=CC=1
10595-06-9,CC(=C)C(=O)OCCOC1C=CC=CC=1
141-05-9,CCOC(=O)C=CC(=O)OCC
129009-88-7,OC1C2C=CC(=CC=2C=C(C=1N=NC1C=CC(=CC=1)S(=O)(=O)CCOS(O)(=O)=O)S(O)(=O)=O)NC1N=C(Cl)N=C(Cl)N=1
112-54-9,CCCCCCCCCCCC=O
127-06-0,CC(C)=NO
88-63-1,NC1C=C(N)C(=CC=1)S(O)(=O)=O
957-68-6,CC(=O)OCC1CSC2C(N)C(=O)N2C=1C(O)=O
1001354-72-8,CCC(N)C(O)CCCC
16510-27-3,COC1=CC=C(CC2CC2)C=C1
479-27-6,NC1=CC=CC2C=CC=C(N)C1=2
1912-24-9,CCNC1N=C(Cl)N=C(NC(C)C)N=1
66492-51-1,CCC1(COC(=O)C=C)COCOC1
119462-56-5,CC1=CC(=O)N(CC2C=C(CN3C(=O)C(C)=CC3=O)C=CC=2)C1=O
57043-35-3,C=CC(=O)OCCOC(=O)C1CCCCC1C(O)=O
350-46-9,[O-][N+](=O)C1C=CC(F)=CC=1
590-86-3,CC(C)CC=O
56358-09-9,CCCCC(CNC1C=CC2C=CC=CC=2C=1N=NC1C=CC(=CC=1C)N=NC1C=CC=CC=1C)CC
98-89-5,OC(=O)C1CCCCC1
6337-43-5,CCOC(=O)C(=CC1C=CC(C=C(C(=O)OCC)C(=O)OCC)=CC=1)C(=O)OCC
6613-44-1,CC1=CC(=CC(C)=C1)C(=O)Cl
70880-03-4,OC1C2C(=CC(=CC=2C=C(C=1N=NC1=CC(=CC(Cl)=C1O)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)NC1N=C(Cl)N=C(NC2C=C(C=CC=2)S(O)(=O)=O)N=1
135-63-7,CC1C=CC(Cl)=CC=1NC(=O)C1C=C2C=CC=CC2=CC=1O
126637-70-5,NC1C=C(C=C2C=C(C(N=NC3C=CC(=CC=3O)C3=CC(O)=C(C=C3)N=NC3C(=CC4C=C(C=C(N)C=4C=3O)S(O)(=O)=O)S(O)(=O)=O)=C(O)C=12)S(O)(=O)=O)S(O)(=O)=O
100-43-6,C=CC1C=CN=CC=1
194984-24-2,CCCCC(=O)NC1(CCCC1)C#N
1675-54-3,CC(C)(C1C=CC(=CC=1)OCC1CO1)C1C=CC(=CC=1)OCC1CO1
20769-85-1,CC(C)(Br)C(=O)Br
31027-31-3,CC(C)C1C=CC(=CC=1)N=C=O
111-41-1,NCCNCCO
26272-90-2,CCCCCCCCCCCCCCCCOC(=O)Cl
56-18-8,NCCCNCCCN
3687-22-7,CCCCCCC(C)C1C=C(C=C(C=1O)[N+]([O-])=O)[N+]([O-])=O
1062263-18-6,CC1C(C(=O)N(CCCN(C)C)C(=O)C=1N=NC1=CC(OC)=C(C=C1)C(C1=CC=C(C=C1OC)N=NC1C(=O)N(CCCN(C)C)C(=O)C(C=1C)[N+]1C=CC=CC=1)C1C=CC=CC=1)[N+]1C=CC=CC=1
48145-04-6,C=CC(=O)OCCOC1C=CC=CC=1
57712-94-4,CCCCCCCCCCCCCNC1C=CC2=CC=CC=C2C=1N=NC1C=CC(=CC=1C)N=NC1C=CC=CC=1C
18423-20-6,C1N2CN3CN1CN(C2)C3
16215-21-7,CCCCOC(=O)CCS
2461-15-6,CCC(COCC1CO1)CCCC
106-49-0,CC1=CC=C(N)C=C1
277319-62-7,NC1C=CC(=CC=1)C(N)=NO
96-33-3,COC(=O)C=C
125971-57-5,CC(C)C(=O)C(=CC1C=CC=CC=1)C(=O)NC1C=CC=CC=1
556-61-6,CN=C=S
51368-55-9,CC(C)OC(=O)C(C)(C)Br
104-88-1,O=CC1C=CC(Cl)=CC=1
93-53-8,CC(C=O)C1C=CC=CC=1
600-00-0,CCOC(=O)C(C)(C)Br
2634-33-5,O=C1NSC2C=CC=CC=21
2177-70-0,CC(=C)C(=O)OC1C=CC=CC=1
78-50-2,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC
3031-66-1,CC(O)C#CC(C)O
857288-56-3,CC1C=CC(OC)=C(C=1)C(CCN(C(C)C)C(C)C)C1C=CC=CC=1
5989-27-5,CC1CCC(CC=1)C(C)=C
1134-94-7,NC1=CC=CC=C1SC1C=CC=CC=1
53-86-1,CC1=C(CC(O)=O)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC
6606-59-3,CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C
95-63-6,CC1=CC(C)=C(C)C=C1
111-02-4,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C
5205-93-6,CC(=C)C(=O)NCCCN(C)C
106-43-4,CC1=CC=C(Cl)C=C1
52408-42-1,C=CC(=O)OCC(O)COCCCCOCC(O)COC(=O)C=C
53606-41-0,CC(=O)OC1C=C(C=CC=1OC)[N+]([O-])=O
100-51-6,OCC1C=CC=CC=1
17852-52-7,NNC1C=CC(=CC=1)S(N)(=O)=O
7328-17-8,CCOCCOCCOC(=O)C=C
108-68-9,CC1=CC(O)=CC(C)=C1
24085-08-3,CC(C)(C)N(CC1C=CC=CC=1)CC(=O)C1=CC(CO)=C(O)C=C1
109-16-0,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C
154477-55-1,COC(=O)C(C)(C)C1=CC=C(CCCCON2CCC(CC2)C(C2C=CC=CC=2)C2C=CC(O)=CC=2)C=C1
131-17-9,C=CCOC(=O)C1C=CC=CC=1C(=O)OCC=C
94201-73-7,CC1CC(OCC1)C1C=CC=CC=1
96-91-3,NC1C=C(C=C(C=1O)[N+]([O-])=O)[N+]([O-])=O
118-58-1,OC1C=CC=CC=1C(=O)OCC1C=CC=CC=1
24199-46-0,CCC(C)=CCCC(C)=O
98-83-9,CC(=C)C1C=CC=CC=1
62285-89-6,CC(=CCP(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)C1OCC(C)(C)CO1
88-73-3,[O-][N+](=O)C1C=CC=CC=1Cl
94-18-8,OC1=CC=C(C=C1)C(=O)OCC1C=CC=CC=1
38233-76-0,CC=C1CC2CC1C1C2C2CC1C=C2
456-04-2,O=C(CCl)C1C=CC(F)=CC=1
135-57-9,O=C(NC1C=CC=CC=1SSC1=CC=CC=C1NC(=O)C1C=CC=CC=1)C1C=CC=CC=1
624-48-6,COC(=O)C=CC(=O)OC
76524-94-2,CCO[Si](CCCNC=O)(OCC)OCC
495-54-5,NC1C=C(N)C(=CC=1)N=NC1C=CC=CC=1
14034-59-4,CC1=CC=C(C=C1)S(O)(=O)=O
110-16-7,OC(=O)C=CC(O)=O
110-53-2,CCCCCBr
111-05-7,CCCCCCCCC=CCCCCCCCC(=O)NCC(C)O
107-86-8,CC(C)=CC=O
28706-25-4,OS(=O)(=O)C1=CC2C=C(C=CC=2C(O)=C1N=NC1=CC2C=CC(=CC=2C=C1)S(O)(=O)=O)NC(=O)NC1=CC2C=C(C(N=NC3=CC4C=CC(=CC=4C=C3)S(O)(=O)=O)=C(O)C=2C=C1)S(O)(=O)=O
62-53-3,NC1C=CC=CC=1
2149571-40-2,C1C2C(C3CC2C=C3)C2=CC=CC=C21
120-07-0,OCCN(CCO)C1C=CC=CC=1
1228284-89-6,CC(CC1C(Cl)=CC(Cl)=CC=1Cl)=NOC
939-48-0,CC(C)OC(=O)C1C=CC=CC=1
125700-67-6,CN(C)C(ON1N=NC2C=CC=CC1=2)N(C)C
2682-20-4,CN1SC=CC1=O
608-25-3,CC1C(O)=CC=CC=1O
98-42-0,COC1=CC=C(C=C1N)S(O)(=O)=O
100-00-5,[O-][N+](=O)C1C=CC(Cl)=CC=1
50675-18-8,O=CC1CCOCC1
89-33-8,CCOC(=O)C1CC(=O)N(N=1)C1C=CC=CC=1
86-92-0,CC1CC(=O)N(N=1)C1C=CC(C)=CC=1
102-77-2,C1COCCN1SC1=NC2C=CC=CC=2S1
65646-25-5,CCCOC(=O)C1CCCCC1C(=O)OCCC
119-60-8,O=C(C1CCCCC1)C1CCCCC1
431-47-0,COC(=O)C(F)(F)F
1339119-15-1,O=CCC1CC2CC1C1CCCC21
126-80-7,C[Si](C)(CCCOCC1CO1)O[Si](C)(C)CCCOCC1CO1
634-93-5,NC1C(Cl)=CC(Cl)=CC=1Cl
98-07-7,ClC(Cl)(Cl)C1C=CC=CC=1
518-47-8,OC1C=C2OC3=CC(O)=CC=C3C3(OC(=O)C4C=CC=CC3=4)C2=CC=1
53513-80-7,CC(C)(S)C(N)C(O)=O
52449-76-0,COC(=O)C1=CC=C(C=C1[N+]([O-])=O)C#N
91-64-5,O=C1C=CC2C=CC=CC=2O1
98-09-9,O=S(=O)(Cl)C1C=CC=CC=1
552-30-7,OC(=O)C1C=C2C(=CC=1)C(=O)OC2=O
104-78-9,CCN(CCCN)CC
35113-48-5,CC(C)C1OCC(CO1)(C(=O)OCC)C(=O)OCC
1254469-57-2,C[N+]1(CC(=O)N=NCC2=CC=CC=C2O)CCOCC1
55-63-0,[O-][N+](=O)OC(CO[N+]([O-])=O)CO[N+]([O-])=O
380843-75-4,CN1CCN(CCCOC2C=C3N=CC(C#N)=C(NC4C=C(OC)C(Cl)=CC=4Cl)C3=CC=2OC)CC1
23726-91-2,CC1CCCC(C)(C)C=1C(=O)C=CC
135-19-3,OC1=CC2C=CC=CC=2C=C1
4098-71-9,CC1(C)CC(CC(C)(C1)CN=C=O)N=C=O
3268-49-3,CSCCC=O
50-00-0,C=O
5421-46-5,OC(=O)CS
78-70-6,CC(C)=CCCC(C)(O)C=C
99-94-5,CC1=CC=C(C=C1)C(O)=O
2403-88-5,CC1(C)CC(O)CC(C)(C)N1
108-46-3,OC1=CC(O)=CC=C1
603-35-0,C1=CC=CC=C1P(C1C=CC=CC=1)C1C=CC=CC=1
85-44-9,O=C1OC(=O)C2C=CC=CC1=2
7659-86-1,CCCCC(COC(=O)CS)CC
107-22-2,O=CC=O
