Substance Name,Name type,Number,Number type,Member of Category,Substance Link,Participant,Participant Link,Section,Endpoint Link,Values,
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=142afcb0-5762-4650-8b7d-a1033db5e5c3,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=1c744c81-7b58-4d71-b7bb-eb697edb5efb,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=18b1019f-7534-4898-a534-6a90648421bd,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=fa865065-d6be-4e52-955e-321e2c58a6b4,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=248f8e33-ba6d-4094-a097-f5660a3dd905,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=2fd6dc46-245a-4beb-8d1a-185d24fd297a,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=559c0e16-fda5-409e-8946-a48cba14b298,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=89401c74-8cb5-4b28-bf05-001d1a6b890b,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=b7cf5feb-594d-4c97-839c-824728932895,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=d7fdae2b-801b-46fb-a3d0-6522a29f28eb,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=9fc022bd-b48e-44ba-adc2-8b0e6849ba5e,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
"Hydrocarbons, C6-11, hydrotreated, dearomatized",IUPAC Name,93763-33-8,CAS Number,true,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560//?documentUUID=bfa23c2d-2fa7-433b-a18c-315fa1ba451c,ECHA REACH,https://echa.europa.eu/information-on-chemicals/registered-substances,Eye irritation,https://echa.europa.eu/registration-dossier/-/registered-dossier/11560/7/4/3/?documentUUID=f31249af-6354-4005-ac14-8f0d0df0a8b4,"Reliability:1 (reliable without restriction)   Interpretation of results:not irritating Migrated informationCriteria used for interpretation of results: EU   "
