Molecule name,RowID,Original_SMILES,Error
Molecule_624,624,[Cu+].[Cu+].CC[N+](CC)=C1C=CC(C=C1)=C(C1=CC=C(NCC)C2=CC=CC=C12)C1C=CC(=CC=1)N(CC)CC.CC[N+](CC)=C1C=CC(C=C1)=C(C1=CC=C(NCC)C2=CC=CC=C12)C1C=CC(=CC=1)N(CC)CC.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N, Mixture
Molecule_634,634,C%91.CC(CC(C)CC(O)=O)C(O)=O.[*]%91, Mixture
Molecule_654,654,C%91.NS(=O)(=O)C1C=CC=CC=1.[*]%91, Mixture
Molecule_762,762,[Al+3].[Al+3].CN(C)CC[O-].CN(C)CC[O-].CC(=O)[CH-]C(=O)OCC.CC(=O)[CH-]C(=O)OCC.CC([O-])COC.CC([O-])COC, Mixture
Molecule_862,862,CCCCCCCCN.CCCCOP(O)(=S)OCCCC, Mixture
Molecule_923,923,[Na+].[Na+].[Cr+3].CC1=NN(C2C=CC=CC=2)C(=O)[C-]1N=NC1=CC=C(C=C1[O-])[N+]([O-])=O.CC1=NN(C2C=CC=CC=2)C(=O)[C-]1N=NC1=CC(=CC(=C1[O-])S([O-])(=O)=O)[N+]([O-])=O, Mixture
Molecule_1050,1050,[H+].[Cu+2].CCCCCCCCC=CCCCCCCCCN.[O-]S%91(=O)=O.[*]%91.C1=CC=CC2=C3[N-]C(N=C4N=C(N=C5[N-]C(=NC6=NC(=N3)C3=CC=CC=C36)C3=CC=CC=C35)C3=CC=CC=C34)=C21, Mixture
Molecule_1096,1096,C%91.O=C=NC1=CC(=CC=C1)N=C=O.[*]%91, Mixture
Molecule_1155,1155,CCCCCCCCOC(=O)C1C=CC=CC=1C(=O)OCCCCCCCC.C%91.C%92.[*]%91.[*]%92, Mixture
Molecule_1255,1255,CC1C=C(CC(C)CC(C)(C)C)N(O)C(=O)C=1.NCCCO, Mixture
Molecule_1258,1258,N#C[O-].N#C[O-].C1C2CCC1C=C2, Mixture
Molecule_1305,1305,[Ti+4].CC(=O)[CH-]C(=O)OCC.CC(=O)[CH-]C(=O)OCC.CC(C)C[O-].CC(C)C[O-], Mixture
Molecule_1316,1316,[Cu+2].[O-]C(=O)C1CCC([O-])=N1.OC1CCC(N=1)C(O)=O, Mixture
Molecule_1364,1364,CCC[N+](CC=C)(CCC)CCC.N#C[N-]C#N, Mixture
Molecule_1559,1559,[Zn+2].CCCCCCCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCCCCC([O-])=O, Mixture
Molecule_1565,1565,CCC1=NC=CN1CC#C.C%91.[*]%91, Mixture
Molecule_1643,1643,[Na+].[Na+].[Cr+3].CC1=NN(C2C=CC=CC=2)C(=O)[C-]1N=NC1C=C([O-])C=CC=1[N+]([O-])=O.[O-]C1C=CC2C=CC=CC=2C=1N=NC1=C2C=CC(=CC2=C(C=C1[O-])S([O-])(=O)=O)[N+]([O-])=O, Mixture
Molecule_1647,1647,[Na+].[Na+].[Na+].[Cr+3].CC1=NN(C2C=CC=CC=2)C([O-])=C1N=NC1C=C(C=C(C=1[O-])S([O-])(=O)=O)[N+]([O-])=O.[O-]C1C=C(C2C=C(C=CC=2C=1N=NC1=CC=CC2C=CC=C([O-])C=21)[N+]([O-])=O)S([O-])(=O)=O, Mixture
Molecule_1691,1691,CC[N+](CC)(CC)CC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F, Mixture
Molecule_1708,1708,COC1(OC(CO)C(O)C(O)C1O)C1=CC(CC2C=CC(=CC=2)OCC)=C(Cl)C=C1.OCC#CCO, Mixture
